comparison_mode,comparison_label,player_id,player_name,post_soldier_rounds,post_team_damage_per_round,post_damage_per_round,post_kd,post_kills_per_round,post_deaths_per_round,post_friendly_damage_pct,pre_soldier_rounds,pre_team_damage_per_round,pre_damage_per_round,pre_kd,pre_kills_per_round,pre_deaths_per_round,pre_friendly_damage_pct,soldier_rounds_pct_change,team_damage_per_round_pct_change,damage_per_round_pct_change,kd_pct_change,kills_per_round_pct_change,deaths_per_round_pct_change,friendly_damage_pct_pct_change
equal_time,Equal Time,STEAM_0:0:22020435,[220]BITCH I MIGHT BE GUCCI MAN,5,1182.6,7076.2,1.2699386503067485,41.4,32.6,14.319271564876253,0,0,0,0,0,0,0,,,,,,,
equal_time,Equal Time,STEAM_0:0:412602,hero,1,1176.0,7033.0,2.3125,37.0,16.0,14.325740041417957,0,0,0,0,0,0,0,,,,,,,
equal_time,Equal Time,STEAM_0:0:76483,EDEdDNEdDYFaN -z-,0,0,0,0,0,0,0,1,1175.0,6808.0,1.5454545454545454,34.0,22.0,14.718777401979207,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
equal_time,Equal Time,STEAM_0:0:12161876,craig duvet,24,1137.5833333333333,6536.333333333333,0.9088607594936708,29.916666666666668,32.916666666666664,14.824025106692584,0,0,0,0,0,0,0,,,,,,,
equal_time,Equal Time,STEAM_0:1:3569972,MaJoR,2,1104.0,6419.5,0.9206349206349206,29.0,31.5,14.67402139961454,0,0,0,0,0,0,0,,,,,,,
equal_time,Equal Time,STEAM_0:0:840023431,tool Troll,1,1056.0,4279.0,0.5666666666666667,17.0,30.0,19.79381443298969,0,0,0,0,0,0,0,,,,,,,
equal_time,Equal Time,STEAM_0:0:125453,the Paper,3,1055.3333333333333,6113.666666666667,0.8181818181818182,30.0,36.666666666666664,14.720788580462175,0,0,0,0,0,0,0,,,,,,,
equal_time,Equal Time,STEAM_0:1:104399409,coca,0,0,0,0,0,0,0,2,1025.0,5818.0,0.8405797101449275,29.0,34.5,14.978810463247115,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
equal_time,Equal Time,STEAM_0:0:3370,Demonz,1,1019.0,8561.0,1.6,40.0,25.0,10.636743215031315,0,0,0,0,0,0,0,,,,,,,
equal_time,Equal Time,STEAM_0:0:174273074,mr.forman i cant come to work 2,11,1015.4545454545455,9290.363636363636,1.2821917808219179,42.54545454545455,33.18181818181818,9.853216188560742,0,0,0,0,0,0,0,,,,,,,
